gene	GWAS	Fst	H12	PBS
AGAP007668	TRUE	FALSE	FALSE	FALSE
AGAP007669	TRUE	FALSE	FALSE	FALSE
AGAP007670	TRUE	FALSE	FALSE	FALSE
AGAP007671	TRUE	FALSE	FALSE	FALSE
AGAP007672	TRUE	FALSE	FALSE	FALSE
AGAP007675	TRUE	FALSE	FALSE	FALSE
AGAP008017	TRUE	FALSE	FALSE	FALSE
AGAP008018	TRUE	FALSE	FALSE	FALSE
AGAP008022	TRUE	FALSE	FALSE	FALSE
AGAP008023	TRUE	FALSE	FALSE	FALSE
AGAP011502	TRUE	FALSE	FALSE	FALSE
AGAP011503	TRUE	FALSE	FALSE	FALSE
AGAP011504	TRUE	FALSE	FALSE	FALSE
AGAP011505	TRUE	FALSE	FALSE	FALSE
AGAP011702	TRUE	FALSE	FALSE	FALSE
AGAP011703	TRUE	FALSE	FALSE	FALSE
AGAP011704	TRUE	FALSE	FALSE	FALSE
AGAP011705	TRUE	FALSE	FALSE	FALSE
AGAP011706	TRUE	FALSE	FALSE	FALSE
AGAP011707	TRUE	FALSE	FALSE	FALSE
AGAP013137	TRUE	FALSE	FALSE	FALSE
AGAP013244	FALSE	FALSE	TRUE	FALSE
AGAP013405	TRUE	FALSE	FALSE	FALSE
AGAP013481	TRUE	FALSE	FALSE	FALSE
AGAP013506	FALSE	TRUE	FALSE	FALSE
AGAP028530	TRUE	FALSE	FALSE	FALSE
AGAP028655	FALSE	TRUE	FALSE	FALSE
AGAP029048	TRUE	FALSE	FALSE	FALSE
AGAP029109	TRUE	FALSE	FALSE	FALSE
AGAP029436	TRUE	FALSE	FALSE	FALSE
AGAP029617	TRUE	FALSE	FALSE	FALSE
Gprnpr1 (AGAP002881)	FALSE	FALSE	TRUE	FALSE
